attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights
114703.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3
20600.0,reported,Suphachalasai Stadium,stadium,35000.0,Asia,Thailand,Bangkok,1
9726.0,reported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,1
20922.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2
48229.0,reported,Estadio Bicentenario La Florida,stadium,25000.0,South America,Chile,Santiago,2
49063.0,reported,Nilton Santos,stadium,70000.0,South America,Brazil,Rio De Janeiro,1
110479.0,reported,MorumBIS,stadium,72039.0,South America,Brazil,São Paulo,2
43806.0,reported,Estadio San Marcos,stadium,32000.0,South America,Peru,Lima,1
109963.0,reported,Estadio GNP Seguros,stadium,65000.0,North America,Mexico,Mexico City,2
207917.0,reported,Shizuoka Stadium ECOPA,stadium,50889.0,Asia,Japan,Shizuoka,4
41264.0,reported,T-Mobile Park,stadium,47368.0,North America,United States,Seattle,1
33403.0,reported,Oracle Park,stadium,45000.0,North America,United States,San Francisco,1
79389.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,2
68253.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,2
36732.0,reported,Truist Park,stadium,41108.0,North America,United States,Atlanta,1
46766.0,reported,Camping World Stadium,stadium,60219.0,North America,United States,Orlando,1
63005.0,reported,Citi Field,stadium,41922.0,North America,United States,New York,2
37095.0,reported,Nationals Park,stadium,41373.0,North America,United States,Washington,1
35799.0,reported,Wrigley Field,stadium,41649.0,North America,United States,Chicago,1
49745.0,reported,Rogers Stadium,stadium,50000.0,North America,Canada,Toronto,1
43788.0,reported,Johan Cruijff ArenA,stadium,71000.0,Europe,Netherlands,Amsterdam,1
41631.0,reported,Deutsche Bank Park,stadium,65000.0,Europe,Germany,Frankfurt,1
89225.0,reported,Tottenham Hotspur Stadium,stadium,62850.0,Europe,England,London,2
49096.0,reported,Estadio Metropolitano,stadium,60000.0,Europe,Spain,Madrid,1
,unreported,Estadio Metropolitano,stadium,60000.0,Europe,Spain,Madrid,1
117382.0,reported,Stade de France,stadium,81338.0,Europe,France,Paris,2
50374.0,reported,Stadio Olimpico,stadium,70634.0,Europe,Italy,Rome,1
,unreported,Incheon Stadium,stadium,29376.0,Asia,South Korea,Incheon,2
22987.0,missing,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
,unreported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2
,unreported,Pia Arena MM,arena,12141.0,Asia,Japan,Yokohama,2
,unreported,World Memorial Hall,arena,8000.0,Asia,Japan,Kobe,2
2020.0,reported,The Theater,theater,5600.0,North America,United States,New York,1
1116.0,reported,Chicago Theatre,theater,3600.0,North America,United States,Chicago,1
564.0,reported,Center Stage Theater,theater,1050.0,North America,United States,Atlanta,1
,unreported,Paramount Theatre,concert hall,3040.0,North America,United States,Oakland,1
1186.0,reported,Orpheum Theatre,theater,2000.0,North America,United States,Los Angeles,1
787.0,reported,Pantages Theater,theater,,North America,United States,Tacoma,1
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2
,unreported,Studio City,concert hall,,Asia,Macau,Macau,1
,unreported,Idea Live Arena,concert hall,,Asia,Malaysia,Kuala Lumpur,1
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,1
,unreported,Idea Live,concert hall,8000.0,Asia,Thailand,Bangkok,1
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1
10267.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2
4340.0,reported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1
5239.0,reported,The Theater,theater,5600.0,North America,United States,New York,1
4509.0,reported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1
6202.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1
6250.0,reported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1
5168.0,reported,Bill Graham Civic Auditorium,arena,8500.0,North America,United States,San Francisco,1
13562.0,reported,Peacock Theater,arena,7100.0,North America,United States,Los Angeles,2
12117.0,reported,Ookini Arena Maishima,arena,7056.0,Asia,Japan,Osaka,2
12290.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,2
6067.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1
15999.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2
8588.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2
21445.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2
7830.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
16042.0,reported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,2
17204.0,reported,Asue Arena,arena,16000.0,Asia,Japan,Osaka,2
40390.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2
22497.0,reported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,2
27234.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2
12662.0,reported,Spectrum Center,arena,18504.0,North America,United States,Charlotte,1
22506.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2
12073.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,1
17804.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,2
24456.0,reported,Frost Bank Center,arena,19000.0,North America,United States,San Antonio,2
46757.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2
71757.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
7231.0,reported,Beach City International Stadium,arena,15000.0,Asia,Indonesia,Jakarta,1
10886.0,reported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1
25042.0,reported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2
32125.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
10691.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1
15662.0,reported,Oakland Coliseum,stadium,64829.0,North America,United States,Oakland,1
23849.0,reported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,2
21734.0,reported,Minute Maid Park,stadium,41168.0,North America,United States,Houston,1
10072.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1
24775.0,reported,The Theater,theater,5600.0,North America,United States,New York,2
21446.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2
13169.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,1
71611.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
53645.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
46054.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
21293.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,2
8183.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1
54074.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
4593.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1
18160.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2
31582.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3
73748.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
24625.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,3
36000.0,reported,K-Arena Yokohama,arena,20000.0,Asia,Japan,Yokohama,2
10453.0,reported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1
15581.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,1
11951.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1
14153.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1
13055.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1
14546.0,reported,Anabuki Arena,arena,,Asia,Japan,Kagawa,2
16992.0,reported,Aichi Sky Expo,concert hall,10000.0,Asia,Japan,Nagoya,2
26250.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2
31365.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3
15246.0,reported,Asue Arena,arena,16000.0,Asia,Japan,Osaka,2
22848.0,reported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2
30599.0,reported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2
10119.0,reported,SAP Center,arena,19190.0,North America,United States,San Jose,1
16987.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,1
10193.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,1
16466.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2
9753.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1
10018.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,1
18656.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2
59061.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2
66209.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2
49062.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2
,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,3
,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2
,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2
,reported,Taipei Dome,stadium,59833.0,Asia,Taiwan,Taipei,2
,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2
,reported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1
