attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend
137866.0,reported,Nissan Stadium,stadium,72327.0,Asia,Japan,Yokohama,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan,2024,7,3,Sat,Sun,1
24422.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,TWICE,female,3,9,JYP,9,established,TWICE_South Korea,2025,7,3,Sat,Sun,1
94657.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan,2025,7,3,Sat,Sun,1
96391.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan,2025,8,3,Sat,Sun,1
90795.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan,2025,8,3,Sat,Sun,1
107584.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan,2025,9,3,Tue,Wed,0
27390.0,reported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,TWICE,female,3,9,JYP,9,established,TWICE_Macau,2025,9,3,Sat,Sun,1
,unreported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1,TWICE,female,3,9,JYP,9,established,TWICE_Philippines,2025,10,4,Sat,Sat,1
22727.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,TWICE,female,3,9,JYP,9,established,TWICE_Singapore,2025,10,4,Sat,Sun,1
,unreported,Malaysia National Hockey Stadium,stadium,20000.0,Asia,Malaysia,Kuala Lumpur,1,TWICE,female,3,9,JYP,10,established,TWICE_Malaysia,2025,10,4,Sat,Sat,1
29572.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,TWICE,female,3,9,JYP,10,established,TWICE_Australia,2025,11,4,Sat,Sun,1
27368.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,TWICE,female,3,9,JYP,10,established,TWICE_Australia,2025,11,4,Sat,Sun,1
,unreported,National Stadium,stadium,55000.0,Asia,Taiwan,Kaohsiung,2,TWICE,female,3,9,JYP,10,established,TWICE_Taiwan,2025,11,4,Sat,Sun,1
,unreported,Kai Tak Stadium,stadium,45995.0,Asia,Hong Kong,Hong Kong,2,TWICE,female,3,9,JYP,10,established,TWICE_Hong Kong,2025,12,4,Sat,Sun,1
25919.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,TWICE,female,3,9,JYP,10,established,TWICE_Thailand,2025,12,4,Sat,Sun,1
,unreported,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,2,TWICE,female,3,9,JYP,10,established,TWICE_Canada,2026,1,1,Fri,Sat,1
28096.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,1,1,Tue,Wed,0
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,1,1,Sat,Sun,1
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,4,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,1,1,Wed,Sun,0
14272.0,reported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,1,1,Wed,Wed,0
28797.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,1,1,Sat,Sun,1
31339.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,2,1,Fri,Sat,1
42776.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,3,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,2,1,Wed,Sat,0
,unreported,Xfinity Mobile Arena,arena,21000.0,North America,United States,Philadelphia,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,2,1,Tue,Tue,0
15084.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,2,1,Fri,Fri,1
19334.0,reported,Bell Center,arena,15000.0,North America,Canada,Montreal,1,TWICE,female,3,9,JYP,10,established,TWICE_Canada,2026,3,1,Tue,Tue,0
30146.0,reported,TD Coliseum,arena,18000.0,North America,Canada,Hamilton,2,TWICE,female,3,9,JYP,10,established,TWICE_Canada,2026,3,1,Fri,Sat,1
,unreported,Taipei Dome,stadium,59833.0,Asia,Taiwan,Taipei,3,TWICE,female,3,9,JYP,10,established,TWICE_Taiwan,2026,3,1,Fri,Sun,1
31835.0,unreported,Kia Center,arena,17030.0,North America,United States,Orlando,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,3,1,Fri,Sat,1
16500.0,reported,Spectrum Center,arena,18504.0,North America,United States,Charlotte,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,3,1,Tue,Tue,0
29310.0,reported,TD Garden,arena,20000.0,North America,United States,Boston,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Fri,Sat,1
,unreported,United Center,arena,23500.0,North America,United States,Chicago,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Mon,Tue,0
,unreported,Little Caesars Arena,arena,22000.0,North America,United States,Detroit,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Fri,Fri,1
,unreported,Grand Casino Arena,arena,20554.0,North America,United States,Saint Paul,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Sun,Sun,1
,unreported,Ball Arena,arena,21000.0,North America,United States,Denver,1,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Tue,Tue,0
26359.0,reported,Moody Center,arena,16223.0,North America,United States,Austin,2,TWICE,female,3,9,JYP,10,established,TWICE_United States,2026,4,2,Fri,Sat,1
,unreported,Japan National Stadium,stadium,67750.0,Asia,Japan,Tokyo,3,TWICE,female,3,9,JYP,10,established,TWICE_Japan,2026,4,2,Sat,Tue,1
,unreported,MEO Arena,arena,20100.0,Europe,Portugal,Lisbon,1,TWICE,female,3,9,JYP,10,established,TWICE_Portugal,2026,5,2,Sat,Sat,1
,unreported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1,TWICE,female,3,9,JYP,10,established,TWICE_Spain,2026,5,2,Tue,Tue,0
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,2,TWICE,female,3,9,JYP,10,established,TWICE_France,2026,5,2,Sat,Sun,1
,unreported,Inalpi Arena,arena,15657.0,Europe,Italy,Turin,1,TWICE,female,3,9,JYP,10,established,TWICE_Italy,2026,5,2,Wed,Wed,0
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,TWICE,female,3,9,JYP,10,established,TWICE_Germany,2026,5,2,Sat,Sat,1
,unreported,Lanxess Arena,arena,20000.0,Europe,Germany,Cologne,1,TWICE,female,3,9,JYP,10,established,TWICE_Germany,2026,5,2,Tue,Tue,0
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,2,TWICE,female,3,9,JYP,10,established,TWICE_Netherlands,2026,5,2,Sat,Sun,1
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,2,TWICE,female,3,9,JYP,10,established,TWICE_England,2026,6,2,Wed,Thu,0
1729.0,reported,MCC Hall,concert hall,,Asia,Thailand,Bangkok,1,&TEAM,male,4,9,"YX Labels,HYBE",-1821,rookie,&TEAM_Thailand,202,5,2,Mon,Mon,0
8100.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan,2025,5,2,Sat,Sat,1
20794.0,reported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan,2025,5,2,Sat,Sun,1
19222.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan,2025,5,2,Tue,Wed,0
14923.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_South Korea,2025,6,2,Sat,Sun,1
7411.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Indonesia,2025,6,2,Sun,Sun,1
5589.0,reported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Taiwan,2025,6,2,Fri,Fri,1
18301.0,reported,Glion Arena Kobe,arena,10000.0,Asia,Japan,Kobe,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan,2025,7,3,Sat,Sun,1
4402.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Hong Kong,2025,7,3,Sat,Sat,1
54318.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan,2025,10,4,Sat,Sun,1
29414.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States,2023,4,2,Wed,Thu,0
13286.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States,2023,4,2,Sat,Sat,1
36652.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States,2023,5,2,Wed,Sat,0
42492.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States,2023,5,2,Wed,Sun,0
27149.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States,2023,5,2,Tue,Wed,0
27746.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Indonesia,2023,5,2,Fri,Sun,1
26809.0,reported,Pia Arena MM,arena,12141.0,Asia,Japan,Yokohama,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Japan,2023,6,2,Fri,Sun,1
36107.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Thailand,2023,6,2,Fri,Sun,1
27340.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Singapore,2023,6,2,Fri,Sun,1
14715.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_South Korea,2023,6,2,Sat,Sun,1
38523.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_South Korea,2023,8,3,Fri,Sun,1
9312.0,reported,Olympic Hall,concert hall,2452.0,Asia,South Korea,Seoul,3,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_South Korea,2022,1,1,Fri,Sun,1
9312.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States,2022,1,1,Tue,Tue,0
7764.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States,2022,1,1,Thu,Thu,0
11148.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States,2022,1,1,Mon,Mon,0
6269.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States,2022,1,1,Thu,Thu,0
19868.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States,2022,1,1,Sun,Mon,1
14052.0,reported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Spain,2022,4,2,Sat,Sun,1
18633.0,reported,Wembley Arena,arena,12500.0,Europe,England,London,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_England,2022,4,2,Sat,Sun,1
12224.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_France,2022,5,2,Wed,Wed,0
20843.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Germany,2022,5,2,Sun,Mon,1
4904.0,reported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Netherlands,2022,5,2,Thu,Thu,0
28635.0,reported,Pia Arena MM,arena,12141.0,Asia,Japan,Yokohama,3,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Japan,2022,7,3,Sat,Mon,1
10191.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_South Korea,2022,10,4,Sat,Sun,1
7940.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Sat,Sat,1
23396.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Mon,Tue,0
9129.0,reported,Desert Diamond Arena,arena,19000.0,North America,United States,Glendale,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Thu,Thu,0
11023.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Wed,Wed,0
6421.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Sat,Sat,1
21489.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Mon,Tue,0
21559.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States,2022,11,4,Sun,Mon,1
10971.0,reported,TD Coliseum,arena,18000.0,North America,Canada,Hamilton,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Canada,2022,12,4,Fri,Fri,1
28921.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan,2022,12,4,Sun,Mon,1
11343.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Netherlands,2023,2,1,Fri,Fri,1
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Germany,2023,2,1,Tue,Wed,0
10174.0,reported,ING Arena,arena,15000.0,Europe,Belgium,Brussels,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Belgium,2023,2,1,Sat,Sat,1
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_England,2023,2,1,Wed,Wed,0
9172.0,reported,Movistar Arena,arena,15000.0,Europe,Spain,Madrid,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Spain,2023,2,1,Tue,Tue,0
9041.0,reported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Denmark,2023,3,1,Sat,Sat,1
19120.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_France,2023,3,1,Tue,Wed,0
10093.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_South Korea,2023,4,2,Fri,Sat,1
22271.0,reported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan,2023,5,2,Tue,Wed,0
12000.0,reported,World Memorial Hall,arena,8000.0,Asia,Japan,Kobe,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan,2023,5,2,Sat,Sun,1
,unreported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Taiwan,2023,7,3,Sat,Sat,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Hong Kong,2023,7,3,Sat,Sat,1
,unreported,Jeddah Superdome,concert hall,40000.0,Middle East,Saudi Arabia,Jeddah,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Saudi Arabia,2023,7,3,Thu,Thu,0
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Thailand,2023,8,3,Sat,Sat,1
17129.0,reported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Mexico,2023,8,3,Wed,Wed,0
,unreported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Brazil,2023,8,3,Sat,Sat,1
13665.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Chile,2023,8,3,Wed,Wed,0
,unreported,Coliseo Bicentenario,arena,7000.0,South America,Colombia,Bogotá,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Colombia,2023,9,3,Sun,Sun,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Singapore,2023,9,3,Sat,Sat,1
,unreported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Philippines,2023,9,3,Sat,Sat,1
12847.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_South Korea,2024,1,1,Sat,Sun,1
45200.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_Japan,2024,2,1,Sat,Sun,1
13661.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Sun,Sun,1
11001.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Wed,Wed,0
38145.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Sat,Sun,1
10763.0,reported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Thu,Thu,0
27938.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Sun,Sun,1
18865.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,7,3,Tue,Wed,0
28467.0,reported,Citi Field,stadium,41922.0,North America,United States,New York,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,8,3,Sat,Sat,1
12766.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,8,3,Tue,Tue,0
10322.0,reported,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,1,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_Canada,2024,8,3,Thu,Thu,0
20286.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_United States,2024,8,3,Sat,Sun,1
10894.0,reported,LDLC Arena,arena,16000.0,Europe,France,Lyon,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_France,2025,1,1,Sat,Sat,1
9514.0,reported,Unipol Forum,arena,15800.0,Europe,Italy,Milan,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Italy,2025,1,1,Mon,Mon,0
9607.0,reported,Hallenstadion,arena,13000.0,Europe,Switzerland,Zürich,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Switzerland,2025,1,1,Thu,Thu,0
22129.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_England,2025,1,1,Mon,Tue,0
11836.0,reported,AO Arena,arena,21000.0,Europe,England,Manchester,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_England,2025,1,1,Thu,Thu,0
13663.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Netherlands,2025,2,1,Mon,Mon,0
13765.0,reported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Spain,2025,2,1,Fri,Fri,1
14156.0,reported,Lanxess Arena,arena,20000.0,Europe,Germany,Cologne,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Germany,2025,2,1,Tue,Tue,0
11862.0,reported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Denmark,2025,2,1,Fri,Fri,1
24479.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Germany,2025,2,1,Tue,Wed,0
29225.0,reported,La Défense Arena,arena,45000.0,Europe,France,Paris,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_France,2025,2,1,Sat,Sat,1
9809.0,reported,ING Arena,arena,15000.0,Europe,Belgium,Brussels,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Belgium,2025,2,1,Tue,Tue,0
23280.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_South Korea,2025,3,1,Sat,Sun,1
,unreported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_South Korea,2025,7,3,Sat,Sun,1
10144.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Thu,Thu,0
24694.0,reported,Citi Field,stadium,41922.0,North America,United States,New York,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Sun,Sun,1
9502.0,reported,CFG Bank Arena,arena,13000.0,North America,United States,Baltimore,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Wed,Wed,0
8558.0,reported,Bridgestone Arena,arena,20000.0,North America,United States,Nashville,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Sat,Sat,1
19877.0,reported,Kia Center,arena,17030.0,North America,United States,Orlando,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Mon,Tue,0
20186.0,reported,Wrigley Field,stadium,41649.0,North America,United States,Chicago,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Sat,Sat,1
12623.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,7,3,Wed,Wed,0
10591.0,reported,SAP Center,arena,19190.0,North America,United States,San Jose,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,8,3,Sat,Sat,1
36631.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,8,3,Fri,Sat,1
8666.0,reported,Desert Diamond Arena,arena,19000.0,North America,United States,Glendale,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,8,3,Tue,Tue,0
29845.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_United States,2025,8,3,Sat,Sat,1
28134.0,reported,Estadio GNP Seguros,stadium,65000.0,North America,Mexico,Mexico City,1,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Mexico,2025,8,3,Sat,Sat,1
,unreported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Japan,2025,9,3,Sat,Mon,1
,unreported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Japan,2025,9,3,Sat,Sun,1
,unreported,Glion Arena Kobe,arena,10000.0,Asia,Japan,Kobe,2,ATEEZ,male,4,8,KQ,6,established,ATEEZ_Japan,2025,10,4,Wed,Thu,0
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Taiwan,2026,1,1,Sat,Sat,1
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Indonesia,2026,1,1,Sat,Sat,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Singapore,2026,2,1,Sun,Sun,1
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Australia,2026,3,1,Mon,Tue,0
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Australia,2026,3,1,Fri,Sat,1
,unreported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Philippines,2026,3,1,Sat,Sat,1
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Malaysia,2026,3,1,Sun,Sun,1
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Macau,2026,3,1,Sat,Sat,1
